,chinese,english
25172,我們試了三次，都失敗了。,We had three tries and failed each time.
25173,我們要設法跟他們交流。,We have to try to communicate with them.
25174,我們急忙跑向火。,We hurried in the direction of the fire.
25175,我們打算讓你知道這個秘密。,We intended to let you in on the secret.
25176,我們往車裡裝了很多行李。,We loaded a lot of luggage into the car.
25177,我們弄丟了車，Tom幫我們找了回來。,We lost our cat and Tom found it for us.
25178,我們在校園附近的咖啡廳碰面。,We met in a coffee shop near the campus.
25179,我們租了輛卡車來運我們的傢俱。,We rented a truck to move our furniture.
25180,除非雨停了，我們才會出去。,We won't go out unless it stops raining.
25181,我們會在下一站換火車。,We'll change trains at the next station.
25182,我們快要到必須改變我們計畫的時候了。,We're going to have to change our plans.
25183,我們整個月都要待在波士頓。,We're going to stay in Boston all month.
25184,我們被要求不再這麼做。,We've been asked to not do this anymore.
25185,夜晚很長，不是嗎？,"Well, the night is quite long, isn't it?"
25186,這種昆蟲在英語中叫什麼？,What do you call this insect in English?
25187,你計劃去大學後主修什麼嗎？,What do you plan to major in at college?
25188,你長大後想成為什麼？,What do you want to be when you grow up?
25189,湯姆的早餐經常吃什麼？,What does Tom usually eat for breakfast?
25190,你朋友的女兒怎麼了？,What happened to your friend's daughter?
25191,你想看哪種類型的電影？,What kind of movie do you want to watch?
25192,你擅長說哪種語言？,What languages are you good at speaking?
25193,你昨天甚麼時候睡覺？,What time did you get to bed last night?
25194,你昨天幾點睡的？,What time did you go to sleep yesterday?
25195,你以後想當什麼呢？,What would you like to be in the future?
25196,以後打算幹什麼？,What would you like to do in the future?
25197,學習一門語言最好的方法是什麼？,What's the best way to learn a language?
25198,你的國家的最低工資是多少？,What's the minimum wage in your country?
25199,你的姓怎麼拼？,What's the spelling of your family name?
25200,一年之中，你最喜歡哪個季節？,What's your favorite season of the year?
25201,我在你這個年紀的時候，冥王星是一顆行星。,"When I was your age, Pluto was a planet."
25202,當我在你這個年紀時，冥王星是行星。,"When I was your age, Pluto was a planet."
25203,你什麼時候給我做事？,When have you ever done anything for me?
25204,山上無老虎，猴子稱大王。,"When the cat's away, the mice will play."
25205,遊客諮詢處在哪裡?,Where is the tourist information office?
25206,你最喜歡哪位作曲家？,Which of the composers do you like best?
25207,為什麼人們不總是講真話？,Why do people not always tell the truth?
25208,你為什麼會認為我在想你？,Why do you think I'm thinking about you?
25209,為甚麼你不想告訴我們真相？,Why don't you want to tell us the truth?
25210,您願意聽我說幾分鐘話嗎？,Will you listen to me for a few minutes?
25211,沒有太陽就沒有生命。,"Without the sun, there would be no life."
25212,能不能請你等幾分鐘？,Would you please wait for a few minutes?
25213,請您等幾分鐘好嗎？,Would you please wait for a few minutes?
25214,昨天我一整天都在工作。,Yesterday I spent the whole day working.
25215,你能以大約1000日元買下它。,You can buy it for a thousand yen or so.
25216,緊急情況下，您可以聯繫我。,You can contact me in case of emergency.
25217,你可以在這片森林裡看到很多動物。,You can see many animals in this forest.
25218,既要馬好，又要馬不吃草。,You can't have your cake and eat it too.
25219,你不想去就別去。,You don't have to go unless you want to.
25220,你已經知道了，不是嗎？,"You knew about this already, didn't you?"
25221,電池要額外付錢。,You need to pay extra for the batteries.
25222,你應該為你的無知感到羞恥。,You should be ashamed of your ignorance.
25223,您應遵循你老師的建議。,You should follow your teacher's advice.
25224,你該戒菸戒酒了。,You should give up smoking and drinking.
25225,很久以前你就應該告訴我的。,You should have told me a long time ago.
25226,你應該試試學點法語。,You should try to learn a little French.
25227,你不該讓他們等那麼久。,You shouldn't keep them waiting so long.
25228,你將無法趕上火車。,You will not be able to catch the train.
25229,你最好立刻離開這裡。,You'd better get away from here at once.
25230,你最好立刻剪頭髮。,You'd better have your hair cut at once.
25231,這幾天你最好還是別下床。,You'd better stay in bed for a few days.
25232,你最好等到警察前來。,You'd better wait until the police come.
25233,"如果你違反了法律, 你將受到懲罰。",You'll be punished if you break the law.
25234,你要南轅北轍了。,You're not going in the right direction.
25235,你應該學著閉上你的嘴。,You've got to learn to hold your tongue.
25236,你從沒有女朋友，不是麼？,"You've never had a girlfriend, have you?"
25237,你的行為離要求的太遠了。,Your behavior leaves much to be desired.
25238,你的論文還需要改進。,Your essay still needs some improvement.
25239,你的名字已經從名單刪除了。,Your name has been crossed off the list.
25240,“酒水免費嗎？”“僅女士而已。”,"""Are the drinks free?"" ""Only for ladies."""
25241,他以前愛我，她傷心地回答。,"""He used to love me,"" she answered sadly."
25242,“來杯茶嗎？”“嗯，好的。”,"""Would you like some tea?"" ""Yes, please."""
25243,"""來杯茶怎樣?"" ""嗯，好的。""","""Would you like some tea?"" ""Yes, please."""
25244,一艘船突然從霧中出現。,A boat suddenly appeared out of the mist.
25245,好的工匠為自己的作品感到驕傲。,A good craftsman takes pride in his work.
25246,很多人都參加了他的葬禮。,A great many people attended his funeral.
25247,一個足球隊由十一個球員組成。,A soccer team consists of eleven players.
25248,一窩黃蜂襲擊了孩子們。,A swarm of hornets attacked the children.
25249,如果真的是朋友的話，是不會說這樣的話的吧。,A true friend would not say such a thing.
25250,暴風雨後，大海恢復了平靜。,"After the storm, the sea was quiet again."
25251,幾乎沒有人認為我們是姐妹。,Almost no one thinks that we are sisters.
25252,你在說我有生命危險嗎？,Are you saying that my life is in danger?
25253,我今晚能借你的數碼相機嗎？,Can I borrow your digital camera tonight?
25254,我能跟你私下談一分鐘嗎？,Can I talk to you privately for a minute?
25255,你能告訴我跳蚤市場在哪裡嗎？,Can you tell me where the flea market is?
25256,無論如何，我不會改變我的想法。,"Come what may, I won't change my opinion."
25257,你可以把我的早餐送到305房間嗎？,Could you bring my breakfast to room 305?
25258,你可以保管這個行李直到下午三點嗎？,Could you keep this luggage until 3 p.m.?
25259,你能給我土豆泥嗎？,Could you pass the mashed potatoes to me?
25260,您能教我彈鋼琴嗎？,Could you teach me how to play the piano?
25261,你來之前在家裡吃飯了嗎？,Did you eat at home before you came here?
25262,你打算自己一人把它全部吃了嗎？,Did you plan to eat all of that yourself?
25263,外交官有多種特權。,Diplomats are allowed various privileges.
25264,我需要回答所有問題嗎？,Do I have to answer all of the questions?
25265,我必須帶我的兒子到你的辦公室嗎？,Do I have to bring my son to your office?
25266,你有朋友是醫生嗎？,Do you have any friends that are doctors?
25267,你知道任何關於湯姆父母的事嗎？,Do you know anything about Tom's parents?
25268,你知道哪一條路到我家嗎?,Do you know which road leads to my house?
25269,你真的覺得我長得像湯姆嗎？,Do you really think that I look like Tom?
25270,你認為他適合這個職位嗎？,Do you think he is good for the position?
25271,要不一起到車站去？,Do you want to go to the station with me?
25272,湯姆還打算跟瑪莉一起做那件事嗎？,Does Tom still plan to do that with Mary?
25273,根本不可能做那件事。,Doing that is simply out of the question.
25274,凡人皆有得意時。,Even a broken clock is right twice a day.
25275,現今每個人都對天花免疫了。,Everybody is immune to smallpox nowadays.
25276,大家都知道是湯姆做的,Everyone knew Tom was the one who did it.
25277,每個人都知道湯姆的法語很好。,Everyone knew that Tom's French was good.
25278,每個人都知道湯姆的法語很好。,Everyone knows that Tom's French is good.
25279,魚和紅酒不合。,Fish and red wine don't go well together.
25280,"天使畏懼處, 愚人敢闖入。",Fools rush in where angels fear to tread.
25281,初生之犢不畏虎。,Fools rush in where angels fear to tread.
25282,實話說，我不贊成你。,"Frankly speaking, I don't agree with you."
25283,給我機會來讓你為我感到自豪。,Give me a chance to make you proud of me.
25284,幾乎沒有人認為我們是姐妹。,Hardly anyone thinks that we are sisters.
25285,你見過這張照片上的男人嗎？,Have you ever seen the man in this photo?
25286,你信寫完了嗎？,Have you finished writing the letter yet?
25287,你找到你要找的東西了嗎 ?,Have you found what you were looking for?
25288,你有沒有許下什麼新年願望？,Have you made any New Year's resolutions?
25289,你在附近看見過一隻咖啡色的錢包嗎？,Have you seen a brown wallet around here?
25290,他指控我偷了他的手錶。,He accused me of having stolen his watch.
25291,他潛心研究音樂。,He applied himself to the study of music.
25292,他竭盡全力地討好他老婆。,He bent over backward to please his wife.
25293,他否認參與了犯罪。,He denied having taken part in the crime.
25294,他把獎金存到銀行了。,He deposited the prize money in the bank.
25295,他為自己的孩子能做的都做了。,He did everything he could for his child.
25296,他沒有任何朋友玩。,He doesn't have any friends to play with.
25297,他解釋事故是怎麼發生的。,He explained how the accident came about.
25298,他看見蛇就嚇得不動了。,He froze with fear when he saw the snake.
25299,他對這個問題給了正確的答案。,He gave correct answers to the questions.
25300,他是美國大使館的外交官。,He is a diplomat at the American Embassy.
25301,他一直會給他妻子送禮物。,He is always giving presents to his wife.
25302,他全神貫注。,He is giving his whole attention to that.
25303,他沒說再見就離開了房子。,He left the house without saying goodbye.
25304,他喜歡偶爾去海邊。,He likes to go to the beach now and then.
25305,他跟所有他遇見的人交朋友。,He makes friends with everybody he meets.
25306,他經常坐在我旁邊聽音樂。,He often sits by me and listens to music.
25307,他一個月玩兩到三次高爾夫。,He plays golf two or three times a month.
25308,他跑得太快，以至於喘不過氣來。,He ran so fast that he was out of breath.
25309,他穿著衣服衝進房間。,He rushed into the room with his coat on.
25310,他通宵備考。,He spent all night cramming for the test.
25311,他想成為科學家。,He wants to be a scientist in the future.
25312,他夠大方，借了我一點錢。,He was kind enough to lend me some money.
25313,為了研讀音樂他去了義大利。,He went to Italy in order to study music.
25314,他寫了一本關於叢林冒險的書。,He wrote a book about a jungle adventure.
25315,她父親把一生都貢獻給科學事業了。,Her father dedicated his life to science.
25316,她的祖母活到了88歲。,Her grandmother lived to be 88 years old.
25317,他的所作所為總是讓我驚訝。,His behavior never ceases to surprise me.
25318,他的評論簡潔且擊中要害。,His comment was concise and to the point.
25319,他的父親把一生奉獻給了科學。,His father dedicated his life to science.
25320,經過銀行，左邊就是他的辦公室了。,His office is past the bank on your left.
25321,我要怎麼換我的手機鈴聲呢?,How do I change my cell phone's ringtone?
25322,他會幾種外語？,How many foreign languages can you speak?
25323,你多久看一次牙醫？,How often do you have to see the dentist?
25324,在某種程度上，我認同你所說的。,I agree with what you say to some extent.
25325,比賽前我一直都很緊張。,I always get nervous just before a match.
25326,我總是在離手不遠的地方放一本字典。,I always keep a dictionary close at hand.
25327,我在困難時總是依賴他。,I always rely on him in times of trouble.
25328,我睡覺前總要洗個澡。,I always take a bath before going to bed.
25329,我要回房間了，在那兒我可以學習。,"I am going to my room, where I can study."
25330,我正在為我的媽媽尋找禮物。,I am looking for a present for my mother.
25331,謹待復信。,I am looking forward to hearing from you.
25332,我問湯姆為什麼他昨天沒在這裡,I asked Tom why he wasn't here yesterday.
25333,我問了他許多關於生態環境的問題。,I asked him many questions about ecology.
25334,我會說中文，但是我不會讀中文。,"I can speak Chinese, but I can't read it."
25335,我分不清他和他的弟弟。,I can't distinguish him from his brother.
25336,我無法找到問題的根源。,I can't locate the source of the problem.
25337,我不能讓自己做這樣的事。,I cannot bring myself to do such a thing.
25338,我收集各國的娃娃。,I collect dolls from different countries.
25339,我和他競爭冠軍。,I competed with him for the championship.
25340,我把你視為我最要好的朋友之一。,I consider you one of my closest friends.
25341,我要求說明這個錯誤。,I demand an explanation for this mistake.
25342,由於我生病了，我便沒去上學。,I didn't go to school because I was sick.
25343,我昨天沒時間看電視。,I didn't have time to watch TV yesterday.
25344,我沒有參與對話。,I didn't participate in the conversation.
25345,我沒有參與這個談話。,I didn't participate in the conversation.
25346,我沒告訴湯姆要做甚麼。,I didn't tell Tom what needed to be done.
25347,我今天不想學習英語。,I don't feel like studying English today.
25348,我感覺不太好，我該回家。,I don't feel very well. I should go home.
25349,我沒有一個願意跟我一起旅行的人。,I don't have anyone who'd travel with me.
25350,我沒力氣繼續嘗試了。,I don't have the strength to keep trying.
25351,我沒時間跟你玩遊戲。,I don't have time to play games with you.
25352,我不知道你怎麼樣，但我飢腸轆轆。,"I don't know about you, but I'm starving."
25353,我不知道如果沒了你我還能做什麼。,I don't know what I would do without you.
25354,我不知道這個符號代表什麼意思。,I don't know what this symbol stands for.
25355,我不怎麼想住在澳大利亞。,I don't really want to live in Australia.
25356,我覺得我不太喜歡這遊戲。,I don't think I like this game very much.
25357,我不覺得她像她媽媽。,I don't think she takes after her mother.
25358,我認為我們不應該跟湯姆一起走。,I don't think that we should go with Tom.
25359,我們之前沒有見過吧。,I don't think that we've been introduced.
25360,我不想把結局提前透露給你。,I don't want to spoil the ending for you.
25361,感覺這不會有個好結局。,I feel like this isn't going to end well.
25362,我最終得到了我要的那本書。,I finally got hold of that book I wanted.
25363,我用不到一小時就完成了這個工作。,I finished the work in less than an hour.
25364,我比湯姆來的早一點。,I got here a little earlier than Tom did.
25365,我在解決這個問題上有困難。,I had difficulty in solving this problem.
25366,我很難解決這個問題。,I had difficulty in solving this problem.
25367,我在解決這個問題上有困難。,I had difficulty working out the problem.
25368,我很難解決這個問題。,I had difficulty working out the problem.
25369,我在牙醫那兒檢查了牙齒。,I had my teeth examined at the dentist's.
25370,我有很多朋友住在波士頓。,I have a lot of friends living in Boston.
25371,我沒有見過那男人的印象。,I have no recollection of seeing the man.
25372,我從昨天起沒有吃任何東西。,I haven't eaten anything since yesterday.
25373,我還沒讀完這本書。,I haven't finished reading this book yet.
25374,我知道有個人可能能幫忙。,I know someone who might be able to help.
25375,我知道你還是想跟我一起。,I know that you still want to be with me.
25376,我賭她贏這比賽。,I made a bet that she would win the game.
25377,我在大學主修化學。,I majored in chemistry at the university.
25378,我需要跟你說點事。,I needed to speak to you about something.
25379,我經常用那本詞典找單詞。,I often look up words in that dictionary.
25380,我在銀行附近碰見老朋友。,I ran across an old friend near the bank.
25381,我在魚上灑鹽和胡椒作調味。,I seasoned the fish with salt and pepper.
25382,那時候就該聽湯姆的。,I should've listened to Tom at that time.
25383,我在閱讀中度過了一天中最美好的部分。,I spent the best part of the day reading.
25384,我一整天都在看這本小說。,I spent the whole day reading that novel.
25385,我還是不明白出了什麼事。,I still don't understand what's going on.
25386,我覺得你想坐下。,I think you're going to want to sit down.
25387,我以為湯姆會喜歡這個聚會。,I thought that Tom would enjoy the party.
25388,我以為你要7點半起床。,I thought that you had to get up by 7:30.
25389,我摘下帽子進了教堂。,I took off my hat and entered the church.
25390,我想解決這個問題，可是白費功夫。,I tried in vain to deal with the problem.
25391,我以前常抽菸，但現在我戒掉了。,"I used to smoke a lot, but now I've quit."
25392,我也想要和你身上那件同樣的外套。,I want the same jacket as you're wearing.
25393,我想吃點不甜的東西。,I want to eat something that isn't sweet.
25394,我想在這兒待幾天。,I want to stay here for a couple of days.
25395,我想你待在這裡直到我回來。,I want you to stay here until I get back.
25396,我警告過他，但他不理會警告。,"I warned him, but he ignored the warning."
25397,我當時是高中生。,I was a high school student at that time.
25398,我剛才正要找你。,I was just about to come looking for you.
25399,我今天累，所以我睡得早。,I was tired today so I went to bed early.
25400,我那時沒法去他的生日派對。,I was unable to go to his birthday party.
25401,飛機起飛的時候我很緊張。,I was very nervous as the plane took off.
25402,那場比賽，我從頭看到尾。,I watched the game from beginning to end.
25403,如果你離開日本，我會非常想你的。,I will badly miss you if you leave Japan.
25404,你生日的時候，我送你一輛自行車。,I will give you a bike for your birthday.
25405,我希望我們有更多時間呆在一起。,I wish we could spend more time together.
25406,我做鋼琴調音師很多年了。,I worked as a piano tuner for many years.
25407,讓我向您介紹我的妻子。,I would like to introduce you to my wife.
25408,我想問再你幾箇問題。,I'd like to ask you a few more questions.
25409,我真想跟你去波士頓。,I'd really like to go to Boston with you.
25410,如果有人把事情抖出來，我就麻煩了。,I'll be in trouble if the story gets out.
25411,我下個月將去澳洲。,I'll be leaving for Australia next month.
25412,我明天要跟你去圖書館。,I'll go to the library with you tomorrow.
25413,我在學校前面等你。,I'll wait for you in front of the school.
25414,恐怕他永遠也不會承認自己的罪行。,I'm afraid he will never admit his guilt.
25415,我不習慣在公眾場合說話。,I'm not accustomed to speaking in public.
25416,我很抱歉，但我無法立即回答。,"I'm sorry, but I can't answer right away."
25417,我肯定這是淡水魚。,I'm sure that this is a fresh water fish.
25418,認識您很高興。,I'm very happy to make your acquaintance.
25419,我很累，但我還是沒辦法入睡。,"I'm very tired, but I can't get to sleep."
25420,我已經考慮過那種可能性了。,I've already considered that possibility.
25421,我最近壓力有點大。,I've been under a lot of pressure lately.
25422,我從沒聽過她說別人壞話。,I've never heard her speak ill of others.
25423,我在這項計劃上投入了所有精力。,I've put all of my energy into this plan.
25424,如果我夠錢的話，就能出國了。,"If I had enough money, I could go abroad."
25425,如果他說得一口流利的英文，我就請他為我工作。,"If he's fluent in English, I'll hire him."
25426,如果明天下雨，我們就呆在家。,"If it rains tomorrow, we'll stay at home."
25427,你不殺他們，他們就殺你。,"If you don't kill them, they'll kill you."
25428,如果你快一點，還能趕上他。,"If you hurry, you will catch up with him."
25429,除了英文，他還說德文。,"In addition to English, he speaks German."
25430,做任何事，你必須要做到最好。,"In doing anything, you must do your best."
25431,這是事實還是Tom編的故事？,Is it true or did Tom make that story up?
25432,你還有什麼事情需要我去做的嗎？,Is there anything else you want me to do?
25433,從這到那駕車要一箇小時。,It is an hour's drive from here to there.
25434,說三種語言是很困難的。,It is difficult to speak three languages.
25435,這部小說很難讀懂。,It is difficult to understand this novel.
25436,很明顯的是他犯了錯。,It is evident that he has made a mistake.
25437,照顧他們是你自己的事兒。,It is your business to take care of them.
25438,沒有必要回那封信。,It isn't necessary to answer that letter.
25439,這不是我所擅長的事。,It isn't something that I'm very good at.
25440,我花了3小時做作業。,It took me three hours to do my homework.
25441,鐳是居里夫人所發現的。,It was Marie Curie who discovered radium.
25442,我是在北京學的中文。,It was in Beijing that I studied Chinese.
25443,不是我告訴你不要去做的。,It wasn't me who told you not to do that.
25444,幾乎是櫻花綻放的時候了。,It's almost time for the cherry blossoms.
25445,現在差不多是火車要到的時間。,It's almost time for the train to arrive.
25446,說苗條比說瘦更有禮貌。,It's more polite to say thin than skinny.
25447,它不是一個適合討論的主題。,It's not a suitable topic for discussion.
25448,沒有必要回那封信。,It's not necessary to answer that letter.
25449,這不是我所擅長的事。,It's not something that I'm very good at.
25450,人們都說，東京是座很安全的城市。,It's said that Tokyo is a very safe city.
25451,他看來沒有做錯甚麼。,It's unlikely that he did anything wrong.
25452,日本的石油依靠進口。,Japan depends on other countries for oil.
25453,日本米市場禁止進口。,Japan's rice market is closed to imports.
25454,學習外語是困難的。,Learning a foreign language is difficult.
25455,告訴我考試結果。,Let me know about the result of the exam.
25456,來抽籤決定誰先走吧。,Let's draw lots to decide who goes first.
25457,來好好利用大週末吧。,Let's take advantage of the long weekend.
25458,沒有太陽就沒有生命。,Life would be impossible without the sun.
25459,閃電常常伴隨著雷鳴。,Lightning is usually followed by thunder.
25460,那個工廠開除了很多工人。,Many workers were laid off at that plant.
25461,以前，瑪麗想和一位有雄心壯志的男人結婚。,Mary wanted to marry a man with ambition.
25462,瑪麗不會聽她朋友的忠告。,Mary won't listen to her friend's advice.
25463,大部分人寫的東西是關於他們的日常生活的。,Most people write about their daily life.
25464,我的車在事故中受到嚴重損壞,My car was badly damaged in the accident.
25465,我的朋友邀請我去吃晚餐。,My friend invited me to go out to dinner.
25466,我外婆患有骨質疏鬆症。,My grandmother suffers from osteoporosis.
25467,我奶奶患有骨質疏鬆症。,My grandmother suffers from osteoporosis.
25468,我的家與他的隔著一條江。,My home is separated from his by a river.
25469,我媽不讓我穿迷你裙。,My mother didn't let me wear a miniskirt.
25470,我媽媽小心翼翼地打開門。,My mother opened the door very carefully.
25471,我的母親對我的失敗感到失望。,My mother was disappointed by my failure.
25472,我父母不讓我和男生約會。,My parents won't let me go out with boys.
25473,我的房間是你的三倍大。,My room is three times as large as yours.
25474,誰也不知道他是否愛她。,No one knows whether he loves her or not.
25475,並非所有的乘客都免於受傷。,Not all of the passengers escaped injury.
25476,沒有比友情更有價值的東西。,Nothing is more valuable than friendship.
25477,"一旦過了河, 你就安全了。","Once you cross the river, you'll be safe."
25478,一個是日本人，另一個是意大利人。,One is Japanese and the other is Italian.
25479,98名乘客只有3人生還。,Only 3 out of the 98 passengers survived.
25480,傻瓜才會那麼幹。,Only a fool would do something like that.
25481,我們的眼睛需要時間來適應黑暗。,Our eyes take time to adjust to the dark.
25482,請盡快回家。,Please come back home as soon as you can.
25483,請把披薩分成三份。,Please divide the pizza into three parts.
25484,請在詞典裡查這個詞。,Please look up this word in a dictionary.
25485,請於五點鐘到機場接我。,Please pick me up at the airport at five.
25486,把想法付諸實踐是困難的。,Putting ideas into practice is difficult.
25487,學校在星期六中午之前放學。,School finishes before noon on Saturdays.
25488,她經常在飯後收拾桌子。,She always clears the table after a meal.
25489,她照顧她的父親直到他去世。,She cared for her father until his death.
25490,她提前一小時完成了工作。,She finished her work an hour in advance.
25491,她給她的女兒買了一臺個人電腦。,She got her daughter a personal computer.
25492,她二十五歲時結婚了。,She got married when she was twenty-five.
25493,去年她從高中畢業了。,She graduated from high school last year.
25494,她非常尊敬她的老師。,She has a lot of respect for her teacher.
25495,從上週三起，她一直缺席。,She has been absent since last Wednesday.
25496,她總是在班上拿倒數第一。,She is always at the bottom of the class.
25497,她提出了一連串的醫學發現。,She made a series of medical discoveries.
25498,她說你會帶一些朋友過來。,She says you'll bring some friends along.
25499,她利用空閒時間做布娃娃。,She spends her leisure time making dolls.
25500,她用了許多柳橙來榨汁。,She squeezed the juice from many oranges.
25501,她榨了許多柳橙汁。,She squeezed the juice from many oranges.
25502,她死於一場汽車車禍。,She was killed in an automobile accident.
25503,她經常來這個國家。,She's a frequent visitor to this country.
25504,足球是所有體育運動中最受歡迎的。,Soccer is the most popular of all sports.
25505,一些傢俱是用膠水黏在一起。,Some furniture is put together with glue.
25506,"對不起, 我過了這麼長的時間才回你的信。",Sorry it took me so long to write to you.
25507,謝謝你烤的美味蛋糕。,Thank you for baking this delicious cake.
25508,那房子是我出生的地方。,That house is the place where I was born.
25509,紅色屋頂的房子是我叔叔的屋子。,That house with a red roof is my uncle's.
25510,這種人註定慘敗。,That kind of person will definitely fail.
25511,那家店賣報紙和雜誌。,That shop sells newspapers and magazines.
25512,那個是我的。我不知道你的在哪裡。,That's mine. I don't know where yours is.
25513,瑞士人消耗不少啤酒。,The Swiss consume a large amount of beer.
25514,電視遙控器在沙發下面。,The TV remote control is under the couch.
25515,實驗室裡的空調壞了。,The air conditioner in the lab is broken.
25516,蘋果掉落的地方不會離樹幹很遠。,The apple doesn't fall far from the tree.
25517,這個球是那個男孩的寶貝。,The ball is that boy's prized possession.
25518,鳥兒身上鋪滿了白色的羽毛。,The bird was covered with white feathers.
25519,老闆對你的工作有很高的評價。,The boss has a good opinion of your work.
25520,那個我以為誠實的男孩欺騙了我。,The boy I thought was honest deceived me.
25521,那個男孩否認偷了自行車。,The boy denied having stolen the bicycle.
25522,男孩在玩玩具兵。,The boy is playing with his toy soldiers.
25523,孩子們早上去學校。,The children go to school in the morning.
25524,咳嗽糖漿有股甘草的味道。,The cough syrup has a licorice flavoring.
25525,後天是湯姆的生日。,The day after tomorrow is Tom's birthday.
25526,"醫生告訴我, 我應該停止吸煙。",The doctor told me I had to stop smoking.
25527,我碰蚯蚓的時候，它扭動起來。,The earthworm wriggled when I touched it.
25528,一家人在陽臺上吃早飯。,The family eats breakfast on the balcony.
25529,這家餐廳的魚很好吃。,The fish in this restaurant is delicious.
25530,那女孩不管到哪兒都跟著母親。,The girl was always following her mother.
25531,在麵包房工作的姑娘很可愛。,The girl who works at the bakery is cute.
25532,我住的房子不是太大。,The house I'm living in isn't very large.
25533,圖書館位於城市中心。,The library is in the center of the city.
25534,圖書館位於市中央。,The library is in the middle of the city.
25535,圖書館位於城市中心。,The library is in the middle of the city.
25536,圖書館是我最喜歡去的地方之一。,The library is one of my favorite places.
25537,小木屋沐浴在月光之中。,The little cabin was bathed in moonlight.
25538,在他們身後的男人正在彈鋼琴。,The man behind them is playing the piano.
25539,這男人試著安裝他自己的天線。,The man tried to install his own antenna.
25540,這家電影院擠滿了人。,The movie theater was filled with people.
25541,博物館週一到週五開門。,The museum is open from Monday to Friday.
25542,下一場音樂會將在六月份舉辦。,The next concert will take place in June.
25543,警察拘捕了這個竊賊。,The police officers arrested the burglar.
25544,旅行最快的方式是乘飛機。,The quickest means of travel is by plane.
25545,這個房間被紅色的燈照亮了。,The room was illuminated with red lights.
25546,風暴幾個小時沒有減弱了。,The storm didn't abate for several hours.
25547,罷工妨礙了國家經濟。,The strike affected the nation's economy.
25548,罷工影響了國家經濟。,The strike affected the nation's economy.
25549,學生們用心學習了很多首詩。,The students learned many poems by heart.
25550,老師不可能說過這樣的事。,The teacher can't have said such a thing.
25551,老師說地球是圓的。,The teacher said that the earth is round.
25552,小老虎看起來像隻大貓。,The tiger cub looked like a large kitten.
25553,真相可能比謊言更令人痛苦。,The truth can be more painful than a lie.
25554,社會上滿是不稱職的醫生。,The world is full of incompetent doctors.
25555,倫敦有很多漂亮的公園。,There are many beautiful parks in London.
25556,這個班只有三個女生。,There are only three women in this class.
25557,這場演唱會的人真多。,There are so many people at this concert.
25558,2010這個數字裡有兩個零。,"There are two zeros in the number ""2010."""
25559,這些書架上沒有很多書。,There aren't many books on these shelves.
25560,沒有人知道他接下來會幹什麼。,There is no knowing what he will do next.
25561,飛機上有50名乘客。,There were fifty passengers on the plane.
25562,桌子上有一本關於舞蹈的書。,There's a book about dancing on the desk.
25563,明天有一個數學測驗。,There's going to be a math test tomorrow.
25564,我的銀行賬戶裡沒留下錢。,There's no money left in my bank account.
25565,可能是發生交通事故了吧。,There's probably been a traffic accident.
25566,這些花很美，不是嗎？,"These flowers are beautiful, aren't they?"
25567,這些照片真美。,These pictures are really very beautiful.
25568,他們在小學時就是朋友了。,They became friends in elementary school.
25569,他們指責湯姆造成了事故。,They blamed Tom for causing the accident.
25570,他們結了婚並定居在波士頓附近。,They got married and settled near Boston.
25571,前天，他們離開了那兒。,They left there the day before yesterday.
25572,他們直奔目的地。,They made straight for their destination.
25573,他們在這個時候一定已經到家了。,They must have arrived home by this time.
25574,人們說威尼斯是箇漂亮的城市。,They say that Venice is a beautiful city.
25575,沒有你這個城市孤單又冷清。,This city is cold and lonely without you.
25576,沒有你，這座城市寒冷又孤寂。,This city is cold and lonely without you.
25577,這本字典包含了約4萬個詞條。,"This dictionary has about 40,000 entries."
25578,這朵花散發出強烈的香味。,This flower gives off a strong fragrance.
25579,這是本對兒童有益的書。,This is a good book for children to read.
25580,這是我第一次來澳大利亞。,This is my first time to visit Australia.
25581,這不是任何人都能做的事。,This is not something that anyone can do.
25582,這是你要找的書。,This is the book that you're looking for.
25583,這是她曾經住過的房子。,This is the house where she used to live.
25584,這是我看過的最差勁的電影了。,This is the worst movie I have ever seen.
25585,這種錯誤很容易被人忽視。,This kind of mistake is easy to overlook.
25586,這條隧道是那條的兩倍長。,This tunnel is twice as long as that one.
25587,時間比什麼都寶貴。,Time is more precious than anything else.
25588,我今天感覺比昨天好。,Today I feel better than I did yesterday.
25589,今天是週六，明天是週日。,Today is Saturday and tomorrow is Sunday.
25590,Tom總是想坐在第一排。,Tom always wants to sit in the front row.
25591,湯姆和瑪麗都戴著褐色的帽子。,Tom and Mary are both wearing brown hats.
25592,湯姆吹滅了蛋糕上的所有蠟燭。,Tom blew out all the candles on the cake.
25593,湯姆買了一雙黑色皮鞋。,Tom bought a pair of black leather shoes.
25594,湯姆的手臂和手斷了些骨頭。,Tom broke some bones in his arm and hand.
25595,湯姆在所有人面前批評了瑪麗。,Tom criticized Mary in front of everyone.
25596,湯姆昨天用刀切到自己了。,Tom cut himself with his knife yesterday.
25597,湯姆沒時間吃午飯。,Tom didn't have enough time to eat lunch.
25598,湯姆沒有讓我回答瑪莉的問題。,Tom didn't let me answer Mary's question.
25599,湯姆沒有告訴瑪麗關於那件事的任何信息。,Tom didn't tell Mary anything about that.
25600,湯姆盡全力省錢。,Tom does everything he can to save money.
